testId,category,query,priorFixture,priorExpectedClassification,applicability,executionStatus,sourceScanCount,sourceScanMembershipHash,screenshot,notes
"AP-001","AP","metals","tests/fixtures/unit-cell.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","5351","239fd4e382b3375290cf18c1afbc0bec427379e5eb1c7146e552247eefe25c02","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AP-002","AP","inorganic","tests/fixtures/unit-cell.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","5351","239fd4e382b3375290cf18c1afbc0bec427379e5eb1c7146e552247eefe25c02","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AP-003","AP","metals within 4 of organic","tests/fixtures/unit-cell.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AP-004","AP","polymer.protein within 3 of metals","tests/fixtures/unit-cell.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AP-005","AP","byres (polymer.protein within 3 of metals)","tests/fixtures/unit-cell.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AQ-001","AQ","model mini-protein.pdb and chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AQ-002","AQ","model mini-protein.pdb and chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AQ-003","AQ","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AQ-004","AQ","model mini-protein.pdb and resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AQ-005","AQ","model mini-protein.pdb and resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AR-001","AR","select testsel, chain A","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AR-002","AR","enabled","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AR-003","AR","visible","tests/fixtures/mini-protein.pdb","MISSING_DEPENDENCY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-001","AS","select pocket, byres (polymer.protein within 4 of organic)","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-002","AS","show sticks, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-003","AS","show surface, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-004","AS","show mesh, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-005","AS","hide sticks, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-006","AS","hide surface, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AS-007","AS","hide mesh, pocket","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AT-001","AT","select residue45, resi 45","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AT-002","AT","color magenta, residue45","tests/fixtures/mini-protein.pdb","COMMAND_HANDLED","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AT-003","AT","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AT-004","AT","select residue45, resi 45","tests/fixtures/mini-protein.pdb","UNKNOWN_PROPERTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AU-001","AU","name CA","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AU-002","AU","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AU-003","AU","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AU-004","AU","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AU-005","AU","all","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","307345","9995b6d7acc8eaab70000a8949a72ef96070d799b7c7304e29e50f2b5285c68d","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-001-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-002-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-003-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-004-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-005-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-006-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-007-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-008-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-009-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-010-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-011-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-02","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-03","AV","organic","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-04","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-05","AV","chain A","tests/fixtures/mini-protein.pdb","VALID_NONEMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-012-06","AV","none","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
"AV-013-01","AV","resi 45","tests/fixtures/mini-protein.pdb","VALID_EMPTY","APPLICABLE_TO_4V6F","BLOCKED_CANONICAL_IMPORT","","","","Canonical 4V6F identity did not complete; no browser query or screenshot is claimed."
